genres,app_name,tags,id
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: BR 266 Loco Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",258671.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ","""Precisely Calibrated Stringstick"" Bow","['Action', 'Free to Play', 'RPG', 'Massively Multiplayer', 'Indie']",308162.0
", ', A, c, t, i, o, n, ', ",Blade Arcus from Shining: Battle Arena,"['Action', 'Anime', 'Fighting', '2D Fighter', 'Arcade']",446040.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",TOS - New Rank Booster for SA Servers,"['Free to Play', 'RPG', 'Massively Multiplayer']",768703.0
", ', I, n, d, i, e, ', ",LightWalk,"['Indie', 'Puzzle', 'Platformer', 'Puzzle-Platformer']",459580.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ","""Lethargic Sentience"" Wand","['Action', 'Free to Play', 'RPG', 'Massively Multiplayer', 'Indie']",308164.0
", ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Youtubers Life,"['Simulation', 'Singleplayer', 'Management', 'Strategy', 'Character Customization', 'Funny', 'Memes', 'Family Friendly', 'Casual', 'Indie', 'Realistic', 'Adventure', 'Multiplayer', 'Open World', 'Comedy', 'Sandbox', 'Walking Simulator', 'Illuminati', 'Female Protagonist', 'Action']",428690.0
", ', A, c, t, i, o, n, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",Guardians of Ember - Demigod DLC,"['RPG', 'Massively Multiplayer', 'Action']",526002.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Luna,"['Action', 'Indie', 'Puzzle-Platformer']",666810.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Rising Islands - Art Book,"['Adventure', 'Indie']",501151.0
", ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Star Chronicles: Delta Quadrant,"['Strategy', 'Indie', 'Rogue-like']",383330.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Asura Original Soundtrack,"['Action', 'Indie']",584630.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Dexodonex,"['Casual', 'Indie', 'Puzzle']",552780.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",GP20 Burlington Northern Add-on Livery,['Simulation'],222570.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Downpour,"['Action', 'Indie', 'Simulation', 'Survival', 'Difficult', 'Robots', '2D Fighter']",371400.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Dark Quest,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Board Game']",342860.0
", ', R, a, c, i, n, g, ', ",Unpossible,"['Racing', 'Fast-Paced', 'Arcade', 'Action', 'Indie', 'Difficult', 'Runner', 'Sci-fi']",300400.0
", ', S, t, r, a, t, e, g, y, ', ","Warhammer 40,000: Armageddon - Soundtrack",['Strategy'],437110.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Undead vs Plants,"['Casual', 'Action', 'Indie', 'Adventure']",445840.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Port of Call,"['Indie', 'Adventure', 'Free to Play', 'Experimental', 'Short', 'Horror', 'Atmospheric', 'First-Person', 'Walking Simulator']",356520.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fort Defense - Atlantic Ocean,"['Strategy', 'Adventure', 'Indie', 'Casual']",363350.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Dawn's Light,"['Adventure', 'RPG', 'Indie', 'Strategy', 'RPGMaker']",520820.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', R, P, G, ', ",Sojourner,"['Adventure', 'RPG', 'RPGMaker', 'Indie']",652800.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Polandball: Can into Space!,"['Memes', 'Casual', 'Indie', 'RPG', 'Political', 'Politics']",441050.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Lectrovolt II,"['Casual', 'Indie', 'Strategy', 'Pixel Graphics', 'Metroidvania', 'Great Soundtrack', 'Singleplayer', 'Soundtrack', 'Short', 'Colorful']",518140.0
", ', A, c, t, i, o, n, ', ",SiN Episodes: Emergence,"['Action', 'FPS', 'Cyberpunk', 'Sci-fi', 'Classic', 'Shooter', 'Singleplayer', 'First-Person', 'Episodic', 'Short']",1300.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Pool Nation,"['Sports', 'Simulation', 'Pool', 'Casual', 'Indie', 'Multiplayer', 'Relaxing', 'Strategy', 'Singleplayer', 'Physics', 'Sandbox']",254440.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Box Maze 2 - Family Skins Pack,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual']",711580.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Delude - Succubus Prison,"['Sexual Content', 'Nudity', 'Casual', 'RPG', 'Adventure', 'Indie', 'Simulation']",674380.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Chowderchu,"['Action', 'Adventure', 'Indie', 'Difficult', 'Platformer']",431740.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",StarMade Demo,"['Free to Play', 'Adventure', 'RPG', 'Action', 'Strategy', 'Indie', 'Simulation', 'Space', 'Sandbox', 'Multiplayer']",335180.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Endless Sky,"['Space', 'Free to Play', 'Open World', 'Simulation', 'Singleplayer', 'Adventure', 'Sci-fi', 'RPG', 'Action', '2D', 'Trading', 'Space Sim', 'Exploration', 'Indie', 'Sandbox', 'Casual', 'Strategy', 'Economy']",404410.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, p, o, r, t, s, ', ",Mind Spheres (Soundtrack),"['Indie', 'Casual', 'Sports']",499360.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",FSX: Steam Edition - Grumman F11F-1 Tiger Add-On,['Simulation'],379556.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",XenoShyft - The Hive Expansion,"['Strategy', 'Indie', 'Casual']",429872.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, a, c, i, n, g, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ,,  , ', S, t, r, a, t, e, g, y, ', ","Eat, Sleep, Bet, Repeat","['Casual', 'Strategy', 'RPG', 'Sports', 'Racing', 'Indie', 'Adventure', 'Simulation']",671840.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Indie Game Sim,"['Indie', 'Simulation', 'Action', 'Platformer']",549740.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",F-777 Song Pack,"['Action', 'Indie', 'Casual']",305150.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', R, a, c, i, n, g, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ",The Climber,"['Adventure', 'Action', 'Casual', 'Simulation', 'Racing', 'Sports']",678500.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich']",738140.0
", ', A, n, i, m, a, t, i, o, n,  , &, a, m, p, ;,  , M, o, d, e, l, i, n, g, ', ,,  , ', D, e, s, i, g, n,  , &, a, m, p, ;,  , I, l, l, u, s, t, r, a, t, i, o, n, ', ,,  , ', U, t, i, l, i, t, i, e, s, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Printer Forge 3D,"['Early Access', 'Design & Illustration', 'Utilities', 'Animation & Modeling']",708120.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Chris Sawyer's Locomotion™,"['Simulation', 'Strategy', 'Trains', 'Management']",356430.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ",Pro Gamer Manager,"['Simulation', 'Indie', 'Casual', 'Sports', 'Management', 'Strategy', 'e-sports']",408740.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",RTK Maker - Face CG Warriors Set - 三国志ツクール顔登録素材「無双」セット+シナリオ,['Simulation'],426742.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Jannet (Character for Occult RERaise),"['Strategy', 'Adventure', 'RPG', 'Casual', 'Indie']",698354.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Slash it 2 - Russian Edition Pack,"['Indie', 'Casual', 'Action']",588790.0
", ', V, i, d, e, o,  , P, r, o, d, u, c, t, i, o, n, ', ",MAGIX Video deluxe 2018 Steam Edition,['Video Production'],670470.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Chilie,"['Indie', 'Casual']",550560.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ",Eventide 2: The Sorcerers Mirror,"['Adventure', 'Casual', 'Hidden Object', 'Horror', 'Puzzle', 'Female Protagonist', 'Point & Click', 'Fantasy', 'Great Soundtrack', 'Atmospheric', 'Indie', 'Singleplayer', 'Mystery', 'Family Friendly', '2D', 'Story Rich']",510650.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Costumenaut,"['Action', 'Indie', 'Top-Down Shooter', 'Rogue-lite', 'Sci-fi', 'Pixel Graphics', ""Shoot 'Em Up"", 'Class-Based', 'Gore', 'Shooter', '2D', 'Difficult', 'Fantasy', 'Arena Shooter', 'Score Attack', 'Rogue-like']",645240.0
", ', A, c, t, i, o, n, ', ",Bioshock Infinite: Columbia's Finest,"['Action', 'FPS']",2028850.0
", ', C, a, s, u, a, l, ', ",Jam Studio VR - Disney Phineas and Ferb Bundle,['Casual'],730070.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Lost in a Forest,"['Indie', 'Action', 'Adventure', 'Horror', 'Comedy']",345280.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Burokku Girls,"['Nudity', 'Indie', 'Adventure', 'Mature', 'Visual Novel', 'Simulation', 'Anime', 'Singleplayer', 'Memes']",443980.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Causality,"['Casual', 'Indie', 'Puzzle']",559930.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Zup! 4 - DLC,"['Indie', 'Casual', 'Puzzle', '2D', 'Relaxing', 'Fast-Paced', 'Minimalist', 'Singleplayer', 'Short', 'Physics']",610820.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Pixel Fodder,"['Early Access', 'Action', 'Indie', 'Free to Play', '2D', 'Pixel Graphics', 'Platformer']",386600.0
", ', A, c, t, i, o, n, ', ",GGXrd Extra Color Palettes - AXL LOW,['Action'],419947.0
", ', A, c, t, i, o, n, ', ",Call of Duty: United Offensive,"['Action', 'World War II', 'FPS', 'Shooter', 'Multiplayer', 'Singleplayer', 'Military', 'Historical', 'Classic', 'War', 'First-Person', 'Atmospheric']",2640.0
", ', A, c, t, i, o, n, ', ",The Apogee Throwback Pack,"['Action', 'FPS', 'Classic', 'Shooter', 'Retro']",238050.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",TANE DLC: GT GP9 2 Pack,['Simulation'],511650.0
", ', A, c, t, i, o, n, ', ",Sniper Elite,"['Action', 'Sniper', 'Stealth', 'World War II', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Third Person', 'Multiplayer', 'FPS', 'War', 'Classic', 'Co-op']",3700.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",The Upside Down,"['Indie', 'Casual', 'Adventure', 'RPG']",749740.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",FreeCell Quest,"['RPG', 'Casual', 'Indie', 'Strategy', 'Card Game']",364640.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Quad Hopping,"['Indie', 'Casual', 'Adventure']",694490.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Klondike Solitaire Kings - Money Cat,"['Sports', 'Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']",748280.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Dungeons and Robots,"['Early Access', 'Action', 'Indie', 'RPG', 'Shooter', 'Robots']",386650.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Unbox OST,"['Indie', 'Action', 'Adventure']",525960.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Sometimes: Success Requires Sacrifice,"['Casual', 'Indie', 'Action', 'Adventure', 'Strategy']",351470.0
", ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Space Hulk Ascension,"['Strategy', 'Warhammer 40K', 'Turn-Based Tactics', 'RPG', 'Games Workshop', 'Turn-Based', 'Tactical', 'Board Game', 'Sci-fi', 'Turn-Based Strategy']",317620.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",忍者村大战2,"['Free to Play', 'Strategy', 'Action', 'Massively Multiplayer', 'RPG']",754350.0
", ', A, c, t, i, o, n, ', ,,  , ', R, P, G, ', ",SpellForce - Platinum Edition,"['RPG', 'Strategy', 'Action', 'Fantasy', 'RTS', 'Singleplayer']",39540.0
", ', S, t, r, a, t, e, g, y, ', ",COH 2 - Faceplate: Twisted Gold,['Strategy'],231505.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Endorlight - Soundtrack,"['Adventure', 'Indie', 'Casual']",450730.0
", ', A, c, t, i, o, n, ', ,,  , ', R, P, G, ', ",Borderlands 2: Mechromancer Supremacy Pack,"['RPG', 'Action']",225830.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",The Butterfly Sign - Original Soundtrack,"['Action', 'Adventure', 'Indie']",552760.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Swordbreaker The Game - All in-game scenes HD wallpapers + game OST,"['Adventure', 'Indie', 'Aliens', 'Fantasy', 'Point & Click', 'Comedy', 'Dungeon Crawler', 'Great Soundtrack', 'Visual Novel', 'Exploration', '2D', 'Retro', 'Magic', 'Funny', 'Atmospheric', 'Medieval', 'Singleplayer', 'Stylized', 'Gore', 'Dark Fantasy']",446890.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, p, o, r, t, s, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Pixel Cup Soccer 17,"['Early Access', 'Sports', 'Indie', 'Casual', 'Action', 'Soccer', 'Pixel Graphics', 'Football']",492340.0
", ', C, a, s, u, a, l, ', ",Valerie Porter and the Scarlet Scandal™,['Hidden Object'],37380.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ",Fight desserts,"['Adventure', 'Casual']",750900.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: Dispolok BR 189 Loco Add-On,['Simulation'],258645.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Insanely Twisted Shadow Planet,"['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",205730.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",The Revenge of Johnny Bonasera,"['Adventure', 'Indie', 'Point & Click', 'Cartoony']",536430.0
", ', A, c, t, i, o, n, ', ,,  , ', R, a, c, i, n, g, ', ",TRON RUN/r CYCLE Extender Bundle,"['Action', 'Racing']",429461.0
", ', C, a, s, u, a, l, ', ",Existence speed,['Casual'],537280.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Stellar 2D,"['Indie', 'Casual', 'Action', '2D', ""Shoot 'Em Up"", 'Space']",391070.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Pilam Sky,"['Early Access', 'Action', 'Simulation', 'Indie', 'Casual', 'Steampunk']",611960.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Mini Metal,"['Action', 'Indie', 'Casual']",454420.0
", ', R, P, G, ', ",Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Soundtrack / デジタル・サウンドトラック,['RPG'],548831.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",HIVESWAP: Act 1,"['Adventure', 'Great Soundtrack', 'Point & Click', 'Indie', 'Female Protagonist', 'Story Rich', 'RPG', 'Singleplayer', 'Puzzle', 'Memes', 'Sci-fi', 'Aliens', 'Comedy', 'Cute', 'Funny', 'Hand-drawn', 'Anime']",623940.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 Edition – Remastered – Variety Song Pack VIII,"['Casual', 'Simulation']",509733.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Weird Wars II: Island of Dreams (Savage Worlds),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich', 'Sandbox', 'Online Co-Op']",697400.0
", ', A, c, t, i, o, n, ', ",Blood Omen 2: Legacy of Kain,"['Action', 'Vampire', 'Adventure', 'Dark Fantasy', 'Fantasy', 'Singleplayer', 'Third Person', 'Classic', 'Story Rich', 'Atmospheric', 'Stealth']",242960.0
", ', A, c, t, i, o, n, ', ",STAR WARS™: TIE Fighter Special Edition,"['Action', 'Star Wars', 'Space', 'Singleplayer', 'Space Sim', 'Simulation']",355250.0
", ', A, c, t, i, o, n, ', ",Vampire of the Sands,"['Action', 'Rogue-lite', 'Pixel Graphics', 'Rogue-like']",386160.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: Network SouthEast Class 121 DMU Add-On,['Simulation'],258646.0
", ', S, t, r, a, t, e, g, y, ', ",M.A.X. 2: Mechanized Assault & Exploration,['Strategy'],756810.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Satellite Rush,"['Action', 'Indie', 'Top-Down Shooter']",429350.0
", ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Poker World - Single Player,"['Free to Play', 'Simulation', 'Casual']",680310.0
", ', A, c, t, i, o, n, ', ",Delta Force 2,"['Action', 'FPS']",32630.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Tourniquet”,"['Casual', 'Simulation']",637706.0
", ', A, d, v, e, n, t, u, r, e, ', ",Blues and Bullets,"['Adventure', 'Noir', 'Detective', 'Episodic', 'Story Rich', 'Choices Matter', 'Dark', 'Mature', 'Singleplayer', 'Indie', 'Atmospheric', 'Quick-Time Events', 'Cinematic', 'Mystery', 'Great Soundtrack', 'Gore', 'Choose Your Own Adventure', 'Visual Novel', 'Multiple Endings', 'Alternate History']",378660.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Stone Temple Pilots Song Pack,"['Casual', 'Simulation']",390418.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",VERLIES II,"['RPG', 'Indie', 'Adventure', 'Dungeon Crawler', 'Rogue-like', 'Survival', 'Replay Value', 'Dark Fantasy', 'Perma Death', 'Difficult', 'Singleplayer', 'Procedural Generation', 'Hack and Slash', 'Loot', 'Trading Card Game']",371220.0
", ', A, c, t, i, o, n, ', ,,  , ', R, P, G, ', ",Hyperdimension Neptunia U: Action Unleashed,"['Anime', 'Action', 'Hack and Slash', 'Female Protagonist', 'Nudity', 'RPG', 'JRPG', 'Cute', 'Singleplayer', ""Beat 'em up"", 'Comedy', 'Mature', 'Funny', 'Visual Novel', 'Great Soundtrack', 'Memes', 'Sexual Content', 'Adventure', 'Story Rich']",387340.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",101 Ways to Die,"['Strategy', 'Action', 'Indie', 'Casual']",413480.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Where Are My Friends?,"['Adventure', 'Indie', 'Platformer', '2D', 'Side Scroller', 'Cute', 'Great Soundtrack', 'Atmospheric', 'Drama', 'Aliens', 'Point & Click', 'Historical', 'Metroidvania', 'Controller']",721350.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Hexodius,"['Action', 'Indie']",236490.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",AereA,"['Adventure', 'Indie', 'Action RPG', 'Local Co-Op', 'Music', 'Action', 'RPG', 'Casual', 'Controller', 'Great Soundtrack', 'Family Friendly', 'Puzzle', 'Singleplayer']",573660.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Eternity's Child,"['Indie', 'Adventure', 'Platformer']",19500.0
", ', A, c, t, i, o, n, ', ",SONIC ADVENTURE 2: BATTLE,"['Action', 'Adventure', 'Great Soundtrack', 'Classic', '3D Platformer']",217900.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Pixel: ru² Demo,"['Strategy', 'Action', 'Indie']",351270.0
", ', I, n, d, i, e, ', ",Madballs in Babo:Invasion,"['Indie', 'Top-Down', 'Action', 'Shooter', 'Co-op', 'Multiplayer']",25700.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Gridberd,"['Adventure', 'Indie', 'Action', 'Horror', 'First-Person']",371210.0
", ', A, c, t, i, o, n, ', ",Blue Estate The Game,"['Action', 'On-Rails Shooter', 'Comedy', 'Quick-Time Events', 'FPS', 'Co-op', 'First-Person', 'Singleplayer', 'Shooter', 'Local Co-Op', 'Funny']",305380.0
